order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
128,71,374,2,67.81,0.13,135.62
129,72,283,1,119.33,0.171,119.33
130,72,128,1,49.95,0.158,49.95
131,72,78,2,169.34,0.074,338.68
132,73,362,1,9.67,0.051,9.67
133,73,385,1,41.43,0.215,41.43
134,74,289,1,181.83,0.109,181.83
135,74,108,1,136.46,0.215,136.46
136,74,77,1,730.77,0.119,730.77
137,75,52,1,48.92,0.043,48.92
138,75,74,1,402.49,-0.007,402.49
139,76,63,1,264.11,0.096,264.11
140,77,165,1,25.02,0.187,25.02
141,77,59,2,293.29,0.093,586.58
142,77,176,2,24.29,0.071,48.58
143,78,123,1,115.52,0.25,115.52
144,78,62,1,329.29,0.03,329.29
145,79,65,1,196.42,0.032,196.42
146,80,230,1,60.68,0.053,60.68
147,81,171,2,86.23,0.121,172.46
148,81,229,1,95.34,-0.088,95.34
149,82,39,2,258.17,0.114,516.34
150,82,92,2,122.54,0.164,245.08
151,83,325,1,123.5,0.046,123.5
152,84,114,1,146.96,0.167,146.96
153,85,174,1,69.12,0.141,69.12
154,85,206,1,55.97,0.071,55.97
155,86,329,1,72.99,0.142,72.99
156,86,240,3,504.91,0.065,1514.73
157,87,234,1,200.43,0.106,200.43
158,87,89,2,69.68,0.108,139.36
159,88,394,4,37.03,0.144,148.12
160,88,171,1,91.46,0.068,91.46
161,88,74,2,334.1,0.164,668.2
162,88,59,2,269.41,0.167,538.82
163,89,17,2,73.81,0.178,147.62
164,90,399,1,29.89,0.046,29.89
165,91,397,2,74.4,0.124,148.8
166,91,388,2,19.77,0.075,39.54
167,91,166,1,36.67,0.128,36.67
168,92,304,1,108.08,0.155,108.08
169,92,172,1,18.14,0.033,18.14
170,92,135,1,160.04,0.196,160.04
171,92,13,1,75.92,0.121,75.92
172,92,14,1,196.24,-0.033,196.24
173,93,380,2,56.23,0.113,112.46
174,94,298,1,147.32,0.199,147.32
175,95,32,1,145.32,0.121,145.32
176,96,194,1,81.1,0.147,81.1
177,96,400,1,69.16,0.184,69.16
178,97,201,1,34.46,0.068,34.46
179,98,227,1,85.48,0.101,85.48
180,99,326,1,44.97,0.143,44.97
181,99,308,1,56.96,0.15,56.96
182,99,370,1,87.49,0.138,87.49
183,100,165,3,25.42,0.174,76.26
184,100,390,1,66.4,0.139,66.4
185,101,120,1,156.09,0.049,156.09
186,101,337,1,129.98,0.1,129.98
187,102,375,1,70.0,0.18,70.0
188,103,319,3,40.35,0.209,121.05
189,103,378,2,65.08,0.194,130.16
190,103,134,1,85.7,0.246,85.7
191,103,304,1,110.48,0.136,110.48
192,104,82,5,74.14,0.116,370.7
193,105,293,3,27.68,0.09,83.04
194,106,241,1,154.62,0.16,154.62
195,106,80,1,177.15,0.192,177.15
196,106,64,1,265.9,0.183,265.9
197,107,255,1,36.92,0.018,36.92
198,108,167,1,44.15,0.132,44.15
199,109,65,3,172.89,0.148,518.67
200,110,290,1,101.81,0.055,101.81
201,111,360,1,26.63,0.071,26.63
202,112,74,1,302.77,0.242,302.77
203,112,146,1,72.66,0.1,72.66
204,113,365,1,120.24,0.11,120.24
205,114,284,1,38.98,-0.009,38.98
206,114,194,1,74.1,0.221,74.1
207,114,191,1,49.04,-0.026,49.04
208,115,306,1,46.16,0.034,46.16
209,115,132,1,50.99,0.005,50.99
210,116,369,2,18.48,0.169,36.96
211,116,400,1,72.52,0.144,72.52
212,117,87,1,130.7,0.204,130.7
213,118,354,1,88.43,0.072,88.43
214,118,356,2,16.26,-0.072,32.52
215,119,346,1,55.2,0.173,55.2
216,119,240,3,533.98,0.012,1601.94
217,120,241,2,167.79,0.089,335.58
218,121,19,1,172.77,0.001,172.77
219,122,260,1,207.98,0.116,207.98
220,123,160,1,56.32,0.109,56.32
221,124,72,2,336.22,0.02,672.44
222,124,377,1,10.08,0.014,10.08
223,124,38,1,258.25,0.085,258.25
224,125,254,1,95.48,0.043,95.48
225,126,17,2,91.26,-0.016,182.52
226,127,33,1,149.23,0.138,149.23
227,127,234,1,215.43,0.039,215.43
228,127,356,1,14.17,0.066,14.17
229,127,126,1,87.72,0.178,87.72
230,128,177,1,20.18,0.047,20.18
231,129,45,2,227.64,0.073,455.28
232,130,121,1,70.31,0.005,70.31
233,131,395,1,15.48,0.095,15.48
234,132,159,1,101.61,0.09,101.61
235,133,38,3,257.16,0.089,771.48
236,133,322,1,52.08,0.106,52.08
237,134,68,2,63.42,0.064,126.84
238,135,162,2,31.41,0.048,62.82
239,136,369,6,22.56,-0.014,135.36
240,137,362,2,9.36,0.082,18.72
241,137,255,2,30.25,0.196,60.5
242,137,253,1,97.46,0.144,97.46
243,138,335,1,95.08,-0.031,95.08
244,139,208,3,99.07,0.008,297.21
245,139,19,1,173.52,-0.003,173.52
246,140,81,1,124.79,0.194,124.79
247,140,226,1,91.41,0.014,91.41
248,141,86,4,49.88,0.125,199.52
249,141,295,1,190.89,0.119,190.89
250,142,132,2,44.43,0.133,88.86
251,143,356,1,14.04,0.074,14.04
252,144,293,1,26.78,0.119,26.78
253,144,327,1,31.41,0.132,31.41
254,144,305,1,103.34,0.185,103.34
255,145,153,2,33.93,0.169,67.86
256,146,188,1,41.17,0.145,41.17
257,147,198,2,12.11,0.205,24.22
258,147,2,2,136.03,0.141,272.06
259,148,395,2,15.1,0.117,30.2
260,149,211,1,104.92,0.117,104.92
261,150,296,1,111.01,0.161,111.01
262,150,227,1,95.75,-0.007,95.75
263,150,287,1,72.17,0.09,72.17
264,151,133,1,36.29,0.168,36.29
265,152,55,2,183.12,0.09,366.24
266,152,177,1,19.69,0.071,19.69
267,153,43,1,266.04,-0.093,266.04
268,153,232,1,75.33,0.24,75.33
269,153,85,1,11.93,0.115,11.93
270,153,60,1,350.19,0.036,350.19
271,154,129,1,42.28,0.127,42.28
272,154,315,2,131.34,0.179,262.68
273,154,189,1,29.8,0.159,29.8
274,154,44,1,278.7,0.048,278.7
275,155,254,2,95.83,0.04,191.66
276,156,230,1,53.27,0.168,53.27
277,157,260,3,197.54,0.161,592.62
278,157,270,1,34.03,0.069,34.03
279,157,50,2,303.72,0.007,607.44
280,157,94,1,31.4,0.216,31.4
281,158,258,1,150.24,0.098,150.24
282,158,90,1,96.29,0.07,96.29
283,159,291,1,69.16,0.121,69.16
284,159,325,1,101.98,0.212,101.98
285,160,286,1,127.31,0.023,127.31
286,161,357,3,33.55,0.045,100.65
287,161,73,1,43.83,0.157,43.83
288,162,199,2,94.03,0.179,188.06
289,162,383,1,30.94,0.179,30.94
290,162,172,1,14.4,0.232,14.4
291,163,144,1,11.95,0.029,11.95
292,164,374,1,59.65,0.235,59.65
293,165,313,4,61.3,0.147,245.2
294,165,139,6,26.14,0.007,156.84
295,165,35,2,181.46,0.163,362.92
296,166,256,1,165.56,0.092,165.56
297,166,268,1,206.94,0.074,206.94
298,167,173,1,58.84,0.063,58.84
299,168,16,2,379.7,0.046,759.4
300,169,85,1,13.18,0.021,13.18
301,170,218,1,65.56,0.097,65.56
302,170,377,2,9.84,0.037,19.68
303,171,74,2,377.39,0.056,754.78
304,171,374,2,67.95,0.128,135.9
305,172,13,4,90.43,-0.047,361.72
306,172,382,1,67.16,0.009,67.16
307,173,168,2,95.48,0.082,190.96
308,174,309,1,128.84,0.118,128.84
309,174,31,3,70.79,0.163,212.37
310,175,399,3,29.6,0.055,88.8
311,175,252,1,51.09,0.124,51.09
312,176,310,1,68.14,0.143,68.14
313,176,157,1,40.82,0.154,40.82
314,177,303,1,110.63,0.227,110.63
315,177,197,1,52.48,0.066,52.48
316,178,59,2,261.04,0.193,522.08
317,178,143,1,134.01,0.062,134.01
318,179,310,2,82.27,-0.035,164.54
319,180,88,1,35.04,0.114,35.04
320,180,395,1,15.76,0.078,15.76
321,180,343,1,125.67,0.127,125.67
322,181,363,1,119.37,0.186,119.37
323,181,5,2,263.9,0.162,527.8
324,182,9,1,257.34,0.043,257.34
325,182,361,1,147.28,0.144,147.28
326,183,243,2,36.26,0.03,72.52
327,184,189,4,30.85,0.13,123.4
328,184,230,1,50.64,0.21,50.64
329,184,313,1,68.2,0.051,68.2
330,185,250,1,108.35,0.08,108.35
331,185,355,2,42.93,0.089,85.86
332,186,331,1,109.07,0.14,109.07
333,186,25,1,271.06,0.191,271.06
334,187,39,2,227.21,0.221,454.42
335,187,236,4,120.33,0.05,481.32
336,188,215,2,51.28,0.119,102.56
337,189,126,4,89.73,0.159,358.92
338,189,101,1,58.21,0.017,58.21
339,190,345,1,19.48,0.016,19.48
340,191,69,4,114.47,0.026,457.88
341,192,179,1,73.65,0.099,73.65
342,192,224,1,20.31,0.114,20.31
343,192,338,1,122.1,0.096,122.1
344,192,201,1,30.26,0.181,30.26
345,192,282,1,87.04,0.169,87.04
346,193,263,3,107.81,-0.02,323.43
347,194,396,1,6.75,0.232,6.75
348,195,214,3,26.29,0.119,78.87
349,196,61,1,58.37,0.129,58.37
350,197,166,1,33.96,0.193,33.96
351,198,247,1,98.07,0.181,98.07
352,199,372,2,12.21,0.151,24.42
353,199,295,1,202.16,0.067,202.16
354,199,65,1,164.65,0.188,164.65
355,200,146,1,66.23,0.179,66.23
356,200,254,1,90.63,0.092,90.63
357,201,97,1,126.77,0.18,126.77
358,201,3,1,259.63,0.059,259.63
359,201,171,2,80.64,0.178,161.28
360,202,237,1,161.44,0.212,161.44
361,203,299,2,123.82,0.156,247.64
362,204,256,1,173.26,0.05,173.26
363,205,2,1,152.24,0.038,152.24
364,205,210,2,100.35,0.14,200.7
365,205,98,1,29.86,0.078,29.86
366,206,207,1,24.01,0.132,24.01
367,206,236,1,117.97,0.068,117.97
368,206,210,2,110.63,0.052,221.26
369,207,37,1,307.62,0.142,307.62
370,207,23,1,50.56,0.15,50.56
371,208,271,1,163.99,0.036,163.99
372,208,265,1,63.43,0.009,63.43
373,208,340,2,91.42,0.145,182.84
374,209,49,2,236.15,0.253,472.3
375,210,49,1,274.98,0.13,274.98
376,210,25,2,268.31,0.199,536.62
377,211,90,1,93.67,0.095,93.67
378,212,305,1,122.81,0.031,122.81
379,213,329,2,69.68,0.181,139.36
380,213,253,2,109.89,0.034,219.78
381,214,251,1,51.95,0.134,51.95
382,214,142,2,20.42,0.168,40.84
383,214,42,2,57.12,0.016,114.24
384,215,359,3,84.36,0.026,253.08
385,216,197,2,49.83,0.113,99.66
386,216,61,3,56.58,0.156,169.74
387,217,146,4,85.61,-0.061,342.44
388,217,26,2,163.25,0.081,326.5
389,217,184,1,62.01,0.182,62.01
390,218,282,1,104.92,-0.002,104.92
391,218,334,4,140.03,0.116,560.12
392,219,375,1,84.11,0.015,84.11
393,220,106,1,43.77,0.218,43.77
394,220,119,1,173.46,0.085,173.46
395,221,332,1,69.88,0.186,69.88
396,221,81,1,152.92,0.012,152.92
397,221,370,1,86.47,0.148,86.47
398,221,154,1,22.19,0.159,22.19
399,222,247,1,111.41,0.069,111.41
400,223,20,1,131.42,0.12,131.42
401,223,354,2,85.36,0.104,170.72
402,224,250,1,103.1,0.125,103.1
403,225,157,1,48.33,-0.001,48.33
404,225,186,3,11.44,0.154,34.32
405,225,390,2,72.49,0.06,144.98
406,225,214,1,25.77,0.136,25.77
407,226,125,1,157.94,0.049,157.94
408,227,1,3,319.41,0.036,958.23
409,228,396,3,9.14,-0.039,27.42
410,229,90,1,86.21,0.167,86.21
411,229,187,1,9.25,0.176,9.25
412,229,289,1,179.73,0.119,179.73
413,230,383,6,32.48,0.138,194.88
414,231,41,1,95.21,0.082,95.21
415,232,302,1,115.22,0.155,115.22
416,232,236,1,121.75,0.039,121.75
417,233,77,2,731.46,0.118,1462.92
418,234,41,1,96.88,0.066,96.88
419,234,138,2,179.06,0.041,358.12
420,235,367,2,90.01,0.266,180.02
421,235,158,1,95.06,0.125,95.06
422,236,396,1,6.16,0.299,6.16
423,237,285,1,128.66,0.074,128.66
424,238,153,1,39.61,0.03,39.61
425,239,188,2,42.13,0.125,84.26
426,239,122,1,59.67,0.098,59.67
427,240,265,1,54.42,0.149,54.42
428,241,383,1,35.73,0.052,35.73
429,242,8,1,76.01,0.081,76.01
430,242,6,1,320.56,0.116,320.56
431,242,232,1,95.07,0.041,95.07
432,243,79,3,355.25,0.036,1065.75
433,243,336,2,71.6,0.189,143.2
434,244,195,1,115.48,-0.062,115.48
435,245,37,1,330.09,0.08,330.09
436,245,104,2,107.06,0.075,214.12
437,245,143,1,137.55,0.037,137.55
438,246,135,1,169.19,0.15,169.19
439,247,180,1,84.71,0.161,84.71
440,247,5,2,282.48,0.103,564.96
441,247,276,1,61.47,0.167,61.47
442,248,159,3,111.72,-0.0,335.16
443,249,206,2,53.64,0.109,107.28
444,249,288,1,37.57,0.119,37.57
445,250,240,1,557.69,-0.032,557.69
446,250,102,2,139.08,0.186,278.16
447,251,220,1,91.19,0.138,91.19
448,252,389,2,44.15,0.046,88.3
449,253,297,2,162.86,0.21,325.72
450,254,244,1,159.91,0.146,159.91
451,255,49,1,295.61,0.065,295.61
452,255,44,1,282.83,0.034,282.83
453,256,230,1,58.59,0.086,58.59
454,257,338,2,130.57,0.034,261.14
455,257,133,2,39.58,0.093,79.16
456,258,383,1,33.72,0.105,33.72
457,258,399,1,23.03,0.265,23.03
458,258,323,1,26.51,0.181,26.51
459,259,60,1,337.51,0.071,337.51
460,260,51,1,104.64,0.022,104.64
461,260,30,1,79.78,0.079,79.78
462,261,310,1,69.6,0.125,69.6
463,261,179,1,70.75,0.134,70.75
464,262,140,1,125.85,0.123,125.85
465,262,107,1,44.81,0.24,44.81
466,262,269,2,183.96,0.179,367.92
467,263,271,1,156.18,0.081,156.18
468,263,292,1,37.07,0.115,37.07
469,264,288,1,39.41,0.076,39.41
470,265,125,1,153.13,0.077,153.13
471,265,177,1,18.67,0.119,18.67
472,265,318,1,148.68,0.152,148.68
473,265,392,1,32.89,0.157,32.89
474,266,105,3,24.88,0.151,74.64
475,266,278,1,211.78,0.132,211.78
476,266,337,1,142.7,0.011,142.7
477,267,236,1,128.79,-0.017,128.79
478,267,381,1,15.86,0.118,15.86
479,268,229,1,80.82,0.077,80.82
480,268,48,2,156.09,0.034,312.18
481,269,244,1,172.89,0.077,172.89
482,270,113,1,21.84,0.15,21.84
483,270,145,1,112.19,0.015,112.19
484,270,353,3,20.0,0.093,60.0
485,270,187,1,10.38,0.075,10.38
486,270,112,2,87.64,0.103,175.28
487,271,123,2,135.43,0.121,270.86
488,272,72,3,321.89,0.062,965.67
489,273,219,1,89.45,-0.02,89.45
490,273,286,1,122.65,0.059,122.65
491,273,276,1,68.54,0.071,68.54
492,274,185,1,72.61,0.095,72.61
493,275,158,1,102.91,0.053,102.91
494,275,344,2,151.08,0.156,302.16
495,276,28,2,391.51,0.014,783.02
496,277,7,1,287.49,0.143,287.49
497,278,156,1,23.22,0.095,23.22
498,279,172,1,16.7,0.11,16.7
499,280,283,1,117.79,0.181,117.79
500,280,12,1,307.57,0.223,307.57
501,281,75,4,171.8,0.11,687.2
502,282,57,1,313.02,0.07,313.02
503,282,46,3,201.7,0.272,605.1
504,283,90,1,100.91,0.025,100.91
505,284,383,1,34.63,0.081,34.63
506,284,5,3,291.96,0.073,875.88
507,285,65,1,173.04,0.147,173.04
508,286,251,2,54.04,0.099,108.08
509,287,364,2,146.75,0.173,293.5
510,287,50,1,310.97,-0.017,310.97
511,288,192,3,18.22,0.062,54.66
512,288,139,2,24.99,0.05,49.98
513,288,5,1,283.62,0.1,283.62
514,289,159,1,94.66,0.152,94.66
515,290,64,1,277.7,0.147,277.7
516,290,225,2,38.65,0.077,77.3
517,290,231,1,44.75,0.17,44.75
518,291,266,1,78.8,0.137,78.8
519,291,91,1,136.23,0.086,136.23
520,291,376,2,76.53,0.11,153.06
521,292,282,1,96.16,0.082,96.16
522,292,241,2,171.23,0.07,342.46
523,292,208,1,88.73,0.112,88.73
524,293,176,1,23.64,0.096,23.64
525,293,311,1,64.33,0.183,64.33
526,293,102,1,161.26,0.056,161.26
527,293,17,1,85.91,0.044,85.91
528,294,162,1,28.44,0.138,28.44
529,295,299,1,120.19,0.181,120.19
530,296,133,1,38.22,0.124,38.22
531,297,72,1,283.42,0.174,283.42
532,297,105,2,28.83,0.016,57.66
533,298,391,1,75.51,0.104,75.51
534,299,265,2,55.97,0.125,111.94
535,300,399,1,32.28,-0.031,32.28
536,300,271,1,159.45,0.062,159.45
537,301,309,1,123.89,0.152,123.89
538,302,196,6,75.7,0.269,454.2
539,303,374,2,60.29,0.227,120.58
540,303,29,2,293.29,0.266,586.58
541,304,33,1,163.95,0.053,163.95
542,305,373,1,65.13,0.19,65.13
543,306,269,1,177.65,0.207,177.65
544,306,398,2,52.9,0.103,105.8
545,306,179,2,76.36,0.066,152.72
546,306,292,2,35.27,0.158,70.54
547,306,243,3,30.87,0.174,92.61
548,307,122,2,58.1,0.121,116.2
549,307,278,1,232.13,0.048,232.13
550,307,400,1,75.96,0.104,75.96
551,308,98,1,29.44,0.09,29.44
552,309,151,1,84.28,-0.043,84.28
553,309,296,1,124.62,0.058,124.62
554,309,390,1,67.12,0.13,67.12
555,309,69,1,120.88,-0.029,120.88
556,310,177,2,18.11,0.145,36.22
557,310,132,1,43.46,0.152,43.46
558,310,319,1,49.44,0.031,49.44
559,311,249,1,148.38,0.112,148.38
560,312,255,1,33.04,0.122,33.04
561,313,240,1,526.23,0.026,526.23
562,314,339,3,92.03,0.19,276.09
563,314,168,1,99.14,0.047,99.14
564,315,238,1,89.73,0.126,89.73
565,315,201,2,37.0,-0.001,74.0
566,316,237,2,168.34,0.178,336.68
567,316,78,1,142.35,0.222,142.35
568,317,232,1,89.26,0.099,89.26
569,318,71,1,235.09,0.054,235.09
570,318,394,1,38.4,0.112,38.4
571,319,296,3,127.93,0.033,383.79
572,320,289,2,200.44,0.018,400.88
573,320,236,2,106.73,0.157,213.46
574,321,207,2,26.37,0.047,52.74
575,322,220,1,87.53,0.172,87.53
576,323,272,2,220.91,-0.042,441.82
577,323,354,3,81.47,0.145,244.41
578,324,177,4,20.59,0.028,82.36
579,324,100,4,138.56,0.113,554.24
580,324,166,1,39.47,0.062,39.47
581,324,399,1,28.72,0.083,28.72
582,324,45,1,263.64,-0.073,263.64
583,325,388,1,19.86,0.071,19.86
584,325,35,1,200.12,0.077,200.12
585,326,11,2,191.32,-0.081,382.64
586,327,30,1,72.26,0.165,72.26
587,327,284,1,34.6,0.105,34.6
588,328,176,4,20.76,0.206,83.04
589,328,51,4,103.94,0.029,415.76
590,328,49,2,245.93,0.222,491.86
591,328,325,1,113.08,0.127,113.08
592,329,145,2,96.72,0.151,193.44
593,329,276,2,64.2,0.13,128.4
594,329,270,1,30.45,0.167,30.45
595,330,145,1,111.61,0.02,111.61
596,330,136,2,176.15,0.082,352.3
597,331,142,1,23.0,0.063,23.0
598,332,363,3,120.32,0.179,360.96
599,333,241,1,186.27,-0.012,186.27
600,334,353,3,20.47,0.072,61.41
601,334,361,3,140.72,0.182,422.16
602,335,234,1,172.57,0.23,172.57
603,336,140,1,122.46,0.147,122.46
604,336,1,1,332.49,-0.004,332.49
605,337,26,2,138.78,0.219,277.56
606,338,9,2,200.71,0.253,401.42
607,339,26,1,147.43,0.17,147.43
608,339,95,1,107.95,0.149,107.95
609,340,279,1,199.73,0.02,199.73
610,340,122,1,59.68,0.097,59.68
611,340,73,1,44.37,0.146,44.37
612,341,187,1,10.14,0.096,10.14
613,342,354,1,77.07,0.191,77.07
614,342,230,1,61.53,0.04,61.53
615,342,142,3,21.11,0.14,63.33
616,342,233,1,115.73,0.202,115.73
617,342,286,1,119.83,0.081,119.83
618,343,205,1,28.81,0.12,28.81
619,343,195,2,92.92,0.145,185.84
620,343,56,1,119.33,0.256,119.33
621,344,21,3,214.39,0.107,643.17
622,345,35,4,196.22,0.095,784.88
623,346,362,1,9.33,0.085,9.33
624,346,46,1,263.3,0.05,263.3
625,347,308,1,63.03,0.059,63.03
626,347,144,1,11.92,0.032,11.92
627,347,169,1,92.79,0.068,92.79
628,348,32,1,158.51,0.041,158.51
629,349,185,1,68.61,0.145,68.61
630,349,268,1,207.48,0.072,207.48
631,350,66,1,107.01,0.137,107.01
632,350,148,1,123.58,0.027,123.58
633,350,108,1,164.07,0.056,164.07
634,351,357,5,33.41,0.049,167.05
635,351,318,2,164.62,0.061,329.24
636,351,266,1,88.12,0.035,88.12
637,352,36,2,264.02,0.106,528.04
638,353,210,3,114.67,0.018,344.01
639,354,368,1,72.54,0.104,72.54
640,355,277,1,190.84,0.114,190.84
641,356,50,1,286.21,0.064,286.21
642,356,98,1,29.55,0.087,29.55
643,356,26,3,150.8,0.151,452.4
644,357,71,3,198.04,0.203,594.12
645,358,97,2,148.31,0.041,296.62
646,359,318,1,149.63,0.146,149.63
647,360,358,1,62.26,0.13,62.26
648,360,339,1,117.3,-0.033,117.3
649,361,285,1,126.41,0.091,126.41
650,361,94,1,34.98,0.126,34.98
651,361,226,1,90.27,0.027,90.27
652,362,35,2,184.56,0.148,369.12
653,362,254,2,84.39,0.155,168.78
654,362,65,1,189.82,0.064,189.82
655,362,16,1,364.11,0.085,364.11
656,363,212,1,84.86,-0.042,84.86
657,363,212,1,73.06,0.103,73.06
658,364,310,1,81.96,-0.031,81.96
659,364,381,2,17.2,0.043,34.4
660,364,316,1,35.98,0.049,35.98
661,365,113,1,21.85,0.15,21.85
662,365,170,3,18.41,0.044,55.23
663,366,4,1,255.93,-0.086,255.93
664,366,276,1,74.41,-0.009,74.41
665,367,148,2,115.89,0.087,231.78
666,367,285,1,118.64,0.146,118.64
667,367,375,2,74.67,0.125,149.34
668,368,120,1,160.34,0.023,160.34
669,369,78,1,173.39,0.052,173.39
670,369,20,1,145.76,0.024,145.76
671,370,371,1,59.7,0.084,59.7
672,370,166,1,44.41,-0.056,44.41
673,370,139,1,24.79,0.058,24.79
674,370,39,1,278.37,0.045,278.37
675,370,105,1,26.32,0.102,26.32
676,371,366,1,63.53,-0.028,63.53
677,371,128,1,54.17,0.087,54.17
678,371,278,2,214.62,0.12,429.24
679,372,217,1,25.37,0.087,25.37
680,373,136,2,167.42,0.127,334.84
681,374,379,1,46.62,0.135,46.62
682,375,18,2,57.59,0.032,115.18
683,376,29,1,342.56,0.143,342.56
684,376,365,1,129.7,0.04,129.7
685,377,199,1,92.71,0.191,92.71
686,378,158,2,108.63,0.001,217.26
687,379,307,2,55.01,0.177,110.02
688,380,37,3,313.99,0.125,941.97
689,381,232,4,85.7,0.135,342.8
690,381,231,2,48.73,0.096,97.46
691,381,281,1,54.45,0.096,54.45
692,381,337,1,120.64,0.164,120.64
693,382,108,2,144.47,0.169,288.94
